Affy drosophila 2	FlyBaseName gene
1630467_a_at	Dh31
1635453_at	CG13095
1631636_at	CG13096
1626818_at	CG13097
1626049_at	CG13089
1623182_at	mRpL51
1635016_at	CG13090
1630532_at	CG13091
1640031_at	Acer
1639494_at	CG34441
1639494_at	lmg
1630097_s_at	CG17834
1626011_at	CG17834
1634588_at	Sema-1a
	Sema-1a
1630515_s_at	Glt
1635772_at	CG9287
1627969_at	CG9289
1630530_at	CG9296
1641214_at	CG9298
1640922_a_at	Hnf4
1637518_at	CG9314
1637286_a_at	raw
1627867_at	CG12438
1637357_at	CG9463
1629179_at	CG9465
1625374_at	CG9466
1636395_at	CG9468
1631408_at	SoxN
1628361_at	CG32986
1624221_at	CG32987
1639128_at	CG32988
1640128_at	CG32983
1637117_at	CG9483
1628538_at	CG34398
1640585_at	CG34398
1635127_at	CG34398
1625439_at	Tsp29Fa
1629358_s_at	Tsp29Fb
1627589_s_at	CG9510
1640488_a_at	CG9510
1640488_a_at	CG9515
1627589_s_at	CG9520
1631610_at	CG31886
1632347_at	CG9525
1632491_at	CG32985
1636449_at	CG32984
1638462_at	CG18088
1629772_at	CG9541
1636168_s_at	CG13101
1639425_at	CG18662
1635531_at	rost
1641535_at	CG9555
1624402_at	CG17906
1638830_at	alien
1623883_at	CG18661
1636611_at	Try29F
1639297_at	CG9568
1639487_at	CG13102
1632805_at	CG9573
1627022_at	CG9582
1632477_s_at	CG31708
1625846_at	CG12439
1631398_at	Toll-4
	CG31609
1623010_at	Or30a
1634315_a_at	CG32982
1634406_at	CG32982
1636907_at	CG32982
1634678_at	CG13108
1639055_at	CG9586
1632385_at	tai
1629615_at	aust
1634359_a_at	borr
1633170_at	lectin-30A
1637526_s_at	Ggamma30A
1628754_s_at	Ggamma30A
1625365_at	CG17005
1627770_at	Cks30A
1641104_s_at	Eaat1
1627714_at	CG3748
1640034_at	CG13110
1633464_at	CG34181
1638914_at	CG34366
1636687_at	CG34366
1634096_at	Aldh
1625626_at	CG4438
1625245_at	CG3759
1640035_at	Fbp2
1637643_at	FucTB
1627832_at	scat
1634763_at	CG3769
1629350_at	CG3769
1629350_at	CG34182
1636815_a_at	numb
1629350_at	numb
	CG33723
1641129_at	Gdi
1629658_at	CG33298
1633424_at	CG33298
1629283_at	CG33298
1641063_s_at	Oatp30B
1627140_at	CG31883
1639990_at	CG17855
1631773_at	Cpr30B
1629407_at	CG13113
1625731_at	CG13114
1634184_a_at	jp
1629868_s_at	CG3838
1635745_a_at	CG4389
1640759_at	CG31709
1631126_at	gcm
1632400_at	CG3841
1641098_at	CG4382
1633591_at	gcm2
1629426_s_at	Trx-2
1628402_a_at	GlcAT-S
1631757_at	CG31882
1628049_at	CG15828
1635178_at	CG33299
1632409_a_at	Pka-C1
1631055_at	Pka-C1
1640574_at	hoip
1631161_at	pelo
1624929_at	CG31710
1632098_at	CG4364
1630874_s_at	Nckx30C
1638378_at	CG13116
1634978_at	CG13117
1623068_at	Cyp4e3
1639955_at	zf30C
1636486_at	Taf11
1627059_at	und
1636913_at	CG13120
1639734_at	CG4017
1625948_at	CG17633
1631788_at	CG13121
1634799_at	ppk16
	ppk11
1634619_at	IP3K1
1633135_s_at	CG18854
1625836_at	CG4036
1623758_at	CG13123
1633963_a_at	nAcRalpha-30D
	nAcRalpha-30D
1624150_at	FKBP59
	CG34183
1634876_at	CG4537
1634428_at	CG5924
1627349_at	Bka
1632483_at	sop
1641356_at	CG33300
1640222_s_at	CG13124
1624673_at	CG13124
1624673_at	CG5899
1628382_at	Srp54
1636180_at	yip2
1630929_at	CG5885
1632952_at	CG4598
1630640_at	CG4594
1638090_at	CG4592
1636760_a_at	CG13125
1627503_at	CG42366
1640664_at	CG42366
1631680_a_at	CG42367
1637761_at	CG42367
1626922_at	Cpr30F
1638819_at	CG31712
1635473_at	Apf
	CG4619
1636095_at	CG4619
1628398_at	CG5853
1632049_at	CG13126
1640476_at	CG4709
1625426_at	CG5846
1636884_s_at	CG4658
1639519_at	CG5850
1636547_at	CG5850
1625793_at	Dref
1623836_at	RpL13
1630633_at	CG13130
1634044_at	bib
1634584_at	CG31875
1631937_at	CG31755
1634579_at	CG4747
1633100_a_at	Trp1
1626139_at	CG13131
1629603_at	CG13127
1641109_at	obst-B
	CG33301
1634115_a_at	Cpr31A
1637276_at	Pen
1628964_at	CG4804
1633252_at	CG31714
1636818_at	CG13133
1639797_at	CG34109
1625301_at	CG34109
1627604_at	CG34109
1635590_a_at	CG34109
1633183_at	CG13134
1625802_a_at	CG13135
1628062_at	CG34048
1624753_at	CG13136
1638905_s_at	CG4839
1639003_at	CG13137
1632337_at	Sur
1639126_at	CG31874
1623906_at	Ripalpha
1629107_at	RpL7
1640842_at	CG34159
1623989_at	CG5734
1635163_at	CG5731
1639856_at	CG5727
1624141_at	CG4901
1640496_at	NPC1
1631376_at	Pros35
1630174_s_at	CG4908
1638516_s_at	CG5708
1624330_s_at	CG5694
1632267_a_at	eEF1delta
1637306_at	CG31720
1632145_a_at	CG31720
1628017_a_at	me31B
1631374_at	chico
1625533_at	bsk
1626404_a_at	bsk
1625710_at	CG31717
1626152_at	Ror
1639256_at	CG5676
1628114_s_at	Pten
1630738_s_at	Pten
1641116_at	Rsf1
1632515_a_at	CG18619
1629158_at	Mob3
1632184_at	CG4953
1634565_at	CG4957
1626978_at	CG31873
1623731_at	trk
1635202_s_at	CG5640
1630667_at	CG34043
1634156_at	CG5604
1633789_at	Hand
1625543_s_at	CYLD
1636595_a_at	CG13138
1635448_at	nmd
1636900_at	CG5390
1640358_at	CG4968
1636914_at	Cdk5alpha
1625571_at	CG5385
1631050_at	CG5384
1635278_at	CG4972
1622990_at	CG5381
1627658_s_at	CG4995
1631007_at	RnrL
1634570_at	CG5375
1634270_at	CG5037
1626899_at	GATAd
1633958_at	SamDC
1635130_a_at	SamDC
1633260_at	CG31715
1630013_s_at	Sps2
1625191_at	CG5022
1628086_at	CG34367
1622997_at	CG34367
1635940_at	CG5367
1633579_at	CG5045
1641608_at	CG5366
1634209_at	pim
1634213_at	CG13139
1639604_at	CG5056
1629010_at	rho-5
	CG33303
1641390_at	dpr19
1623305_at	CG5091
1636630_s_at	CG5091
1636630_s_at	CG5096
1639478_at	CG5096
1623305_at	CG5096
1631861_at	cdc2
1641278_at	mRpS7
1625386_at	da
1637847_at	CG5362
1626673_s_at	CG31716
1626203_at	CG17768
1626203_at	LSm-4
1640705_at	CG31718
1624906_at	RpS27A
1623045_at	Ip259
1633718_at	CG5355
1639527_at	Klp31E
1637166_at	RfC3
1638286_at	pie
1624406_at	CG5168
1626173_at	SmB
1641295_s_at	KdelR
1624592_at	CG5188
1632413_at	CG5343
1634172_at	TfIIB
1626227_at	CG5337
1635365_at	CG5198
1623826_at	CHIP
1634193_at	CG13142
1626273_at	CG6232
1639105_at	ppk10
1636976_at	CG5322
1635125_a_at	CG6206
1637054_s_at	RluA-1
1632649_at	RluA-2
1627377_at	Grip75
1623203_at	CG7456
1625989_at	CG6144
1630979_at	CG13144
1641074_s_at	Myo31DF
1639954_at	CG6094
1624425_at	CG7384
1629869_s_at	Fatp
1623350_at	Lrr47
1624505_at	Lip4
1632393_at	CG18301
1627678_at	CG18302
1625935_at	Trim9
1623465_at	CG6138
1634190_a_at	CG6138
1627807_at	w-cup
	CG34160
1630199_at	CG34161
1640044_at	CG7329
1636459_s_at	CG31872
1636087_at	CG31872
1636459_s_at	CG18284
1640411_at	CG18284
1625892_a_at	CG17097
1624366_at	CG17098
1640403_at	CG31871
1629318_at	CG17104
1624964_at	CG17105
1636330_at	CG17107
1630669_at	CG7299
1624069_at	CG7296
1631635_at	CG7294
1635073_at	CG17108
1630419_a_at	CG7300
1629710_at	Lip1
1633667_at	Lip2
1623839_at	CG6415
1639559_at	CG6431
1641336_at	CG6443
1624420_at	CG17118
1634883_at	CG6750
1637776_at	CG6444
1632364_at	Nup107
1625639_at	CG6737
1640042_at	CG12299
1626475_at	CG6729
1640465_at	CG17124
1633795_a_at	CG17124
1626911_at	CG6495
1637679_s_at	UbcD2
1630344_at	CG6724
1640469_at	CG17127
1640279_at	CG31869
1627985_a_at	CG31870
1625159_at	CG18561
1625574_at	Nos
1627530_at	Nos
	Nos
1626000_at	CG6508
1624590_at	CG17134
1627530_at	CG6700
1623832_a_at	CG17140
1633111_at	CG17140
1623832_a_at	CG17139
1633111_at	Porin2
1622947_s_at	porin
1628752_at	CG17085
1625409_at	CG17086
1634625_at	Dnz1
1624154_at	ial
1635260_at	Stam
1637338_at	CG12517
1623115_at	CG14071
1627699_at	CG14070
1623833_at	CG7309
1638705_at	CG14069
1624811_at	dpr2
1623951_at	dpr2
1627814_at	dpr2
1636826_at	CG14072
1635723_s_at	CG33129
1629359_at	YL-1
1630088_at	CG16743
1628418_at	abo
1629647_at	l(2)06225
1638871_at	SCAR
1641305_at	piwi
1627843_at	CG12253
	CG16833
1627843_at	CG16833
1631626_at	aub
1637561_at	lectin-33A
1630634_s_at	RpL9
1622983_a_at	Nup154
1627995_at	Art8
1634637_a_at	dUTPase
1625932_at	Samuel
1631200_at	Acp32CD
1635387_at	CG14913
1625983_at	CG18666
1633938_at	CG14914
1629812_at	CG14915
1634436_at	Ast-C
1641230_at	CG14920
1641187_at	CG16854
1637141_at	CG4705
1632251_s_at	Ge-1
1637819_at	CG6192
1635818_at	l(2)gd1
1631794_at	CG6201
1626151_at	Gr32a
1626930_at	CG6230
1638032_at	CG14921
1639219_at	Csl4
1636241_at	CG4738
1634081_at	RfC38
1626898_at	CG4751
1633492_at	hgo
1629498_at	Gyc32E
1632495_at	CG31867
1629207_at	CG6287
1638440_at	Ca-beta
1640620_at	Ca-beta
1628331_at	Ca-beta
1624061_at	Vm32E
1628321_at	CG4788
1629702_a_at	ab
	ab
1637140_at	CG32830
1624191_at	cmet
1629720_s_at	cana
1629195_at	cana
1629720_s_at	CG33695
1629195_at	Ppt2
1637151_at	mre11
1640345_at	Osi21
1637600_at	CG14926
1639732_s_at	salr
1627881_at	salm
1638000_at	sala
1631891_at	CG6488
1629554_at	CG14928
1625113_s_at	CG6509
	CG4970
1641690_a_at	CG4970
1641690_a_at	CG14929
1633761_at	CG14930
1636149_at	CG31705
1632203_at	CG31706
	CG34162
1624562_s_at	Mst33A
1639240_a_at	CG6555
1639240_a_at	CG15841
1631384_at	giac
1630617_at	kek2
1641702_at	CG6614
1628711_at	CG12307
1637126_at	CG4983
1636453_at	CG4988
1636474_at	CG12602
	CG42470
	CG42471
	Sfp33A1
1630140_at	CG14931
1626023_at	CG14932
1630087_at	Tsp33B
1625749_at	CG14937
1626018_a_at	crol
1625749_at	crol
1636868_at	CG14939
1625724_at	Pde1c
1631411_at	Pde1c
1624542_at	Pde1c
1635231_at	Pde1c
1623519_at	esc
	Sfp33A2
1633256_at	Sfp33A3
1623540_at	CG31704
1623428_at	CG14933
1623428_at	CG42486
1623428_at	CG42501
1638508_at	CG14934
1623900_a_at	CG14935
1636425_at	Or33a
1631990_at	Or33b
1624082_at	Or33c
1623757_at	Cry
1639389_at	CG16964
1635812_at	CG16965
1640134_a_at	CG6686
	CG34163
1634161_at	CG12314
1639063_at	dgt2
1626638_at	escl
1627314_s_at	escl
1633491_s_at	escl
1633491_s_at	Ada1-2
1637473_s_at	CG18789
1626638_at	CG31864
1627314_s_at	CG31864
1633491_s_at	Ada1-1
1637473_s_at	CG18787
1640977_at	CG12264
1630398_at	CG6746
1628806_at	Rh5
1629185_at	CG6734
1640405_at	l(2)01810
1627670_at	CG18788
1639093_s_at	Tom70
1631745_at	CG6766
1627538_at	CG6785
1639534_at	CG6785
1635731_at	CG6785
1627538_at	CG6770
1639534_at	CG6792
1633227_s_at	CG14945
1634383_a_at	JhI-21
1637689_at	CG5317
1637347_at	CG5317
1637689_at	CG34164
1637347_at	CG34164
1635631_a_at	rab3-GAP
1623103_at	CG14946
1636376_at	CG14947
1633879_a_at	prd
1626588_a_at	CG5325
1639148_at	CG5325
1638350_at	CG6712
1636427_a_at	Mt2
1626390_at	Ced-12
1635741_a_at	Patsas
1640984_s_at	Aats-thr
1629797_at	Rab6
1626524_at	CG16996
1641234_at	CG16997
1628689_at	CG17211
1623620_a_at	rho-6
1640575_at	Gr33a
1624667_at	CG31760
1624287_at	CG31760
1628612_at	CG31860
1624287_at	CG17217
1641463_at	CG6583
1639460_a_at	CG17218
1626831_at	CG6579
1627834_a_at	aret
1625076_at	aret
1631299_s_at	CG31759
1639456_at	CG31862
1632260_s_at	bru-2
1623492_a_at	CG17010
1627689_at	CG17010
1633288_at	CG31763
1634969_at	Pkd2
1625012_s_at	vir-1
	vir-1
1628525_at	CG6405
1641334_at	CG5446
1636003_at	CG6388
1635269_at	CG5435
1627739_at	SC35
1640557_at	Elf
1636811_at	Oatp33Ea
1641209_at	CG5421
1630804_at	Oatp33Eb
1641443_at	CG5418
1624038_at	CG17024
1623436_a_at	bun
1631003_at	bun
1627097_at	CG31858
1626836_at	nub
1630736_at	nub
1639500_at	nub
1627437_at	ref2
1624491_a_at	pdm2
1625690_at	CG15485
1629752_at	CG5525
1641465_at	CG6153
1637810_at	CG5780
1623746_a_at	PICK1
1633823_at	CG5781
1628221_at	CG17036
1622926_at	CG5776
1627925_at	spict
1629802_at	CG15484
1626278_at	CG6180
1629001_at	CG5787
1625680_a_at	CG5792
	CG5792
1636634_a_at	MRP
1633310_at	CG15483
1634071_at	kek1
1631871_at	ACXC
1640621_at	ACXB
1632969_at	ACXA
1624622_at	ACXE
1638867_at	CG16800
1634961_s_at	Vha68-2
1628908_at	CG5075
1633389_at	CG12404
1637000_at	Vha68-1
1641510_at	Tor
1635208_at	CG9934
1638919_at	A16
1637419_at	CG9932
1638653_a_at	CG9932
1637345_at	CG31856
1632369_at	CG5142
1634693_at	CG5122
1632087_at	CG9928
1626184_at	CG16978
1635925_at	Pk34A
1628133_at	CG5204
1631328_s_at	DnaJ-H
1628368_at	Sir2
1636691_a_at	Sfmbt
1623595_at	CG5439
1638344_at	CG5287
1638371_at	CG31849
1628079_at	CG5458
1641047_at	CG16974
1630203_at	Edem2
1630207_at	CG16972
1641183_a_at	Pect
1623979_at	CG15482
1637435_at	kek4
1626888_at	CG9426
1637221_at	CG5705
1626733_at	Ski6
1623176_at	CG16812
1631065_at	CG15480
1638825_at	CG16813
1631443_at	CG16815
1641553_at	Prosalpha6T
1623474_at	CG15479
1632650_at	CG5867
1624423_at	CG5945
1641042_at	CG16820
1635374_at	CG31728
1640349_at	CG31851
1623587_at	CG31730
1624720_s_at	CG6043
1623440_at	CG31848
1632333_at	CG6108
1624326_at	Rep4
1631738_at	CG6116
1636101_a_at	CG31729
	CG16824
1627556_at	CG15639
1640560_at	CG16825
1638538_at	CG16970
1636420_at	CG16826
1639926_at	CG9395
1631512_at	CG9377
1639509_at	Nnp-1
1626407_at	CG6523
1636327_at	Tap42
1623147_at	CG31855
1641171_at	CG9306
1626680_at	CG9305
1637417_at	CG6565
1638236_at	CG9302
1635871_at	beta'Cop
1636788_a_at	loqs
1625566_a_at	CG9293
1628132_at	CG7099
1641600_at	RpL24
1631077_at	CG16957
1631756_at	CG10859
1633876_at	CG7110
1635503_at	Vm34Ca
1633194_at	CG16848
1635602_at	CG16956
1630587_at	Tehao
1640243_at	CG9267
1633539_s_at	Hsp60D
1628981_at	CG16849
1632437_at	CG31846
1636522_at	CG16850
1628254_at	CG31847
1627501_s_at	B4
1639566_s_at	B4
1638657_at	CG33640
	CG33641
1628544_at	CG33642
	CG33643
	CG33644
	CG33645
1633490_at	CG15638
1628504_at	CG16852
1637392_at	CG9263
1624870_at	CG16853
1628215_s_at	kuz
1623055_at	CG9254
1629423_at	ics
1627961_a_at	CG18507
1628646_at	CG18507
1638724_at	CG18507
1633768_at	CG31814
1626067_a_at	CG7311
1628833_at	CG7311
1638138_at	CG9014
1636184_at	CG31813
1628741_s_at	CG7364
1628509_at	CG7364
1632019_s_at	CG9008
1638924_at	CG31845
1622982_at	p38b
1623404_at	CG16890
1630355_a_at	CG16890
1632227_at	CG16890
1641130_at	CG31731
1637119_at	CG16863
1629372_a_at	sec71
1636374_at	CAH1
1633990_at	adat
1629159_at	CG16865
1638220_at	CG16888
1633335_at	Sos
1640736_at	b
1637860_at	tam
1626492_s_at	Sop2
1633660_at	Orc5
1637875_a_at	DNApol-gamma35
1637875_a_at	CG33649
1627827_a_at	RpII33
1633338_at	mRpS23
1624589_a_at	cenG1A
1623813_at	CG33307
	CG33306
1629520_at	CG8997
1623817_at	CG7916
1637403_at	CG7953
1628364_at	CG7968
1627564_s_at	Smg5
1632431_s_at	Ance
1636007_at	Ance-2
1639745_at	Acyp
1637714_a_at	Ance-3
1628955_at	Ance-3
1626989_at	CG16886
1638475_a_at	CG16885
1631302_at	CG16885
1635483_at	CG16884
1639154_at	nimA
1638035_at	nimA
1628174_at	nimB1
1635283_at	nimB2
1634806_at	nimB3
1625611_at	nimB4
1630412_at	nimB5
1640654_at	He
1639502_at	nimC1
1629009_at	Cyp28a5
1637659_a_at	nimC2
1629172_s_at	rk
1627921_at	CG33681
1634048_a_at	bgm
1634237_at	nimC3
1623768_at	CG31840
1635937_at	CG4500
1631274_at	CG18095
1628130_at	CG31771
1641662_at	nAcRalpha-34E
1637366_at	nimC4
1625704_at	CG16879
1630844_at	CG15293
1624128_at	CG31769
1637779_at	CG17341
1624623_at	CG32972
	CG32972
1625183_at	smi35A
1626934_a_at	wb
1638853_at	CG32971
1623946_at	CG32970
1624908_at	CG15287
1636816_s_at	CG33090
1633279_s_at	CG33090
1628838_at	CG15286
1623051_at	CG18125
1626752_at	mTTF
1635161_at	CG7532
1637468_at	CG7516
1623737_a_at	Rab14
1632680_at	Pgant35A
1630496_a_at	spel1
1630048_at	ppk
1640000_at	elB
1623877_a_at	elB
1631207_at	elB
1637311_at	pburs
1627681_at	Cpr35B
1641559_at	CG15283
1625960_at	noc
	CG33648
1628228_at	CG4218
1631998_at	CG3473
1627054_at	osp
1631333_s_at	Adh
1632699_s_at	Adh
1632699_s_at	Adhr
1631333_s_at	Adhr
1626910_at	CG15282
1640675_at	CG34165
1634734_at	CG12636
1625553_at	CG33482
1634490_at	CG31835
1634409_at	CG31775
1635548_s_at	CG34166
1631725_at	CG4691
1626995_at	CSN1a
1640373_at	CG4701
1635306_at	CG4650
1637938_at	CG18636
1624642_at	CG18420
1628917_at	HDC02577
1624978_at	CG33309
1632160_s_at	CG15279
1640197_at	CG4480
1632800_at	CG15278
1632367_at	Mst35Ba
1633776_s_at	Mst35Ba
1636404_at	Mst35Bb
1633776_s_at	Mst35Bb
1625299_at	CG42313
1627397_at	CG42313
1632218_s_at	CG42313
1640482_at	CG42313
1636542_at	CG42313
1640766_at	CG3491
1633290_a_at	mol
1623231_at	dyn-p25
1632632_at	CG4140
1632384_at	NC2beta
1638118_at	CG4103
1628957_at	l(2)35Bd
1630047_at	GABA-B-R1
	CG33310
1630260_at	CG31832
1625405_at	yellow-c
1627249_a_at	l(2)35Bg
1634344_at	l(2)35Bg
1629921_a_at	Su(H)
1637850_at	Su(H)
1626841_s_at	ck
1629815_at	CG33679
1633430_at	TfIIS
	vas
1626246_s_at	vig
1636054_at	CG33678
1627297_at	CG15270
1638688_at	CG15269
1640237_a_at	stc
1623118_s_at	CG4168
1640030_at	CG4168
1629110_x_at	CG4168
	Sfp35C
1639619_a_at	ZnT35C
1636070_at	CG33911
1627862_at	CG15267
1640210_at	CG3975
1631876_at	l(2)35Cc
1638821_a_at	yuri
1636288_at	yuri
1624970_s_at	gft
1632211_at	CG31829
1634890_at	UK114
1626435_at	CG15263
1639008_at	CG15260
1633306_at	ms(2)35Ci
1640740_a_at	ms(2)35Ci
1630325_at	CG15262
1631270_at	nht
1641639_at	esg
1635233_at	CG15258
1636008_at	CG31828
1631689_at	CG18482
1631502_at	wor
1630482_at	CG4161
1636646_at	sna
1638375_at	Tim17b2
1635155_a_at	Tim17b2
1628280_at	Tim17b2
1626368_at	lace
1625540_at	CG42448
1624912_at	CG15256
1638725_at	kek3
1629633_at	CG15255
1640855_at	CG11864
1634205_at	CG15254
1637986_at	CG15253
1636201_at	CG11865
1623275_at	Or35a
1631444_a_at	Or35a
1629098_at	CG7631
1640344_at	CG18480
1639537_at	CG4587
1630346_at	CG18477
1624619_s_at	CG18477
1634726_s_at	CG18478
1630346_at	CG31780
1624619_s_at	CG31780
1634726_s_at	CG31827
1626249_s_at	CycE
1630062_a_at	l(2)35Di
1631318_at	l(2)35Di
1636986_at	l(2)35Df
1624203_s_at	Gli
1627114_at	CG3793
1623370_at	wek
1625759_at	Ku80
1625986_at	CG31826
1634391_at	CG18109
1640147_at	CG18518
1625645_at	CG31822
1639446_at	CG13243
1625669_at	Tektin-A
1624910_at	CG7653
1636212_at	CG31824
1637734_at	TepI
1632398_a_at	CG31735
1640374_at	CG31823
1629542_at	CG31821
1630004_at	beat-Ib
1634900_at	CG13244
1628178_a_at	CG4793
1623603_at	CG4793
1626873_a_at	CG12448
1623663_a_at	CG18063
1635457_at	CG31736
1626432_at	CG10839
1633489_at	beat-Ic
1639860_at	CG34167
1631211_at	CG13245
1633574_at	CG31820
1631632_s_at	BicC
1631378_at	beat-Ia
1627831_at	CG4891
1623660_at	CG4892
1625562_at	CG34168
1640092_a_at	Ca-alpha1D
1627444_at	CG31819
1633366_at	CG12455
1624056_a_at	CG12455
1624319_at	CG12455
1631728_s_at	PRL-1
1632026_at	CG4930
1622992_at	twe
1630373_at	CG4935
1633011_at	crp
1640818_at	pkaap
1636996_at	CG17329
1632864_at	CG13258
1628551_at	Cyp303a1
1631849_at	heix
1641269_at	CG17328
1628987_at	CG5869
1624856_at	c(2)M
1641285_at	CG5861
1625607_s_at	Syx5
1633961_s_at	cni
1636341_at	fzy
1636926_s_at	cact
1629899_at	cact
1639932_at	CG4278
1639937_at	mRpL4
1628720_at	CG4440
1636703_at	CG31817
1634843_at	CG42266
1632740_at	CG42266
1640999_at	CG42231
1640999_at	chif
1630995_at	chif
1637414_at	CG4455
1626196_at	CaBP1
1628177_at	jhamt
1635109_at	CG5888
1633237_at	Idgf1
1640202_at	Idgf2
1626301_at	Idgf3
1623643_s_at	Idgf3
1633341_s_at	dac
1635132_at	CG4580
1635861_a_at	Tpr2
1637499_s_at	CG5953
1641263_at	CG31816
1625230_a_at	CG42389
1637287_at	CG42389
1636777_at	CG5968
1626486_at	CG31815
1641179_at	CG4631
1626937_s_at	trpgamma
1632423_at	her
1634230_s_at	grp
1632423_at	grp
1641317_at	squ
1630746_at	CG31807
	CG33552
1635265_a_at	CG31782
1626241_at	Cyt-c-d
1641049_at	Cyt-c-p
1633931_a_at	VhaSFD
1639794_at	CG31812
1625088_at	CG17996
1626782_at	CG17331
1637822_at	CG17904
1635123_at	glu
1633710_at	ChLD3
1640520_at	CG13277
1636978_at	CG17912
	CG17912
1628927_at	yellow-b
1636792_at	CG13278
1635460_a_at	Mhc
1632623_at	Cyt-b5-r
1641108_at	CG17928
1629836_at	Ugt36Ba
1625402_at	Ugt36Bb
1641191_s_at	Ugt36Bc
1640795_at	CG13280
1640494_at	CG13272
1636579_s_at	mdy
1637053_at	Cas
1629374_at	CG31739
1633300_at	CG13282
1628716_at	CG13283
1629716_a_at	CG13284
1630359_at	CG31810
1630244_s_at	CG31810
1630244_s_at	CG31809
1641412_at	CG31809
1632808_at	CG6012
1637394_s_at	CG31781
1623117_at	CG31781
1629303_at	CG32832
1626965_at	CG31743
1626965_at	CG34313
1624583_at	CG6115
1624822_at	CG15133
1639556_at	CG31805
1624937_at	CG12288
1639590_at	CG15134
1627134_at	ApepP
1640750_at	CG4841
1626302_at	beat-IIIb
1635268_at	CG31806
1624007_at	CG6304
1632611_at	CG15136
1626195_at	CG12620
1623528_a_at	CG31784
1623152_at	beat-IIIa
1632761_at	CG34106
1639201_at	CG34169
1631035_at	Gr36a
1623628_at	Gr36b
1627125_at	Gr36c
1630872_at	Gr36d
1633927_a_at	beat-IIIc
1625349_at	beat-IIIc
1623533_at	CG15140
1624961_at	CG6380
	CG34170
1624860_at	CG31804
1627326_a_at	CG6860
	CLIP-190
1634712_s_at	CLIP-190
1638576_at	Rpb11
1625978_at	CG15141
1631644_at	CG31803
1633246_s_at	Dif
1637522_at	CG5043
1627198_at	CG33928
1639692_s_at	dl
1623415_at	dl
1640348_at	CG5050
1625698_at	CG6639
1623871_at	CG18563
1630650_at	BicD
1626367_at	Sgt
1623100_at	Aac11
1626224_s_at	fws
1641124_at	CG5110
1625519_at	CG6453
1638410_at	CG5131
1634526_a_at	qua
1641222_at	CG15142
1627749_at	CG6412
1637975_at	Dhc36C
1638091_at	CG15143
1633457_at	CG15144
1630273_at	CG15145
1631956_at	CG15145
1636753_at	CG7094
1623378_at	Oli
1629324_at	CG6870
1636968_at	CG5559
1640269_at	CG15147
1633000_a_at	CadN
	CadN2
1632937_at	CadN2
1638983_at	btv
1630550_a_at	CG5674
1627307_at	CG5681
1635607_at	CG31742
1629327_at	CG5693
1634118_at	CG15149
1624711_at	CG31740
1623844_at	elfless
1637869_at	rdo
1636163_at	Arr1
1632705_at	ninaD
1639755_at	CG31741
1631097_at	CG15153
1641138_at	CG5755
1633949_at	CG15152
1641236_s_at	CG5758
1625858_at	CG31785
1632448_s_at	kel
1637703_a_at	Socs36E
1633142_at	CG17681
1623491_at	CG15155
1623201_at	CG5783
1628638_at	CG7200
1639875_at	CG42400
1635015_at	CG42400
1627547_at	CG42400
1628888_at	CG7180
1638395_at	CG31802
1641638_at	CG31786
1634126_at	CG31788
1637904_at	CG31787
1625789_at	CG5790
1627962_at	Fas3
1628543_a_at	Fas3
1641473_at	Fas3
1628459_at	Acp36DE
1625630_at	CG34171
1632220_s_at	RpS26
1628866_at	ncm
1627461_at	bsf
1625502_at	Ntf-2r
1631175_a_at	CG10283
1636650_at	CG10176
1625687_at	kon
1628950_at	CG10178
1638006_at	CG10211
1639582_at	Pde11
1628926_at	Pde11
1635346_at	CG15160
1636062_at	amos
1635914_at	CG10413
1630692_at	CG31789
1633736_at	CG10333
1632308_at	CG10414
1632286_at	CG15161
1627267_at	MESR3
1625114_at	Cyp310a1
1629627_at	CG42490
1639122_at	CG31790
1635354_at	Mst36Fb
1624116_at	Mst36Fa
1634738_s_at	CG31751
1631396_at	tos
1639438_at	msl-1
1623520_a_at	CG10336
1629398_at	CG10383
1634189_at	CG10338
1634705_at	CG10341
1626553_at	CG10376
1626236_at	CG10343
1637881_at	CG10373
1641459_at	Faf
1632875_at	Grip71
1623066_at	Irk3
1626496_at	CG10348
1628267_at	CG15167
1628895_at	ham
1628089_at	ham
1636268_at	CG10570
1636268_at	CG42502
1630299_at	CG17325
1630299_at	CG42305
1634510_at	CG17324
1638051_at	CG17323
1640870_s_at	CG17322
1628744_s_at	CG17597
1628744_s_at	ScpX
1630643_at	ScpX
1626191_at	CG10600
1631889_at	CG31752
1635862_at	CG33120
1626537_at	CG17321
1628237_s_at	CG10602
1634232_at	mRpL13
1625279_a_at	tup
1634232_at	tup
1624117_at	ssp3
1629319_at	CG10428
1624883_at	Nedd8
1626086_at	CG10621
1637826_at	CG10623
	Nak
1632485_a_at	Nak
1636939_at	Tango6
1624003_at	CG10639
1629439_at	CG10431
1627515_at	CG10641
1627027_at	CG15168
1632444_at	CG15170
1623841_at	CG15169
1641038_at	CG10650
1635700_at	CG31792
1631763_at	CG31793
1634313_s_at	RpL30
1627081_at	robl37BC
1623609_at	CG15172
1638078_at	Side
1628673_at	hk
1635027_at	CG31800
1640497_at	mib2
1627458_at	Catsup
1639676_at	CG15173
1623584_at	hkl
1624284_a_at	hkl
1634862_at	CG10470
1639905_at	l(2)37Bb
1628269_at	Dox-A2
1628001_at	CG10492
1623550_at	Phlpp
1635555_at	CG10495
